FECHA,DETALLE,ENTRADA,SALIDA,SALDO ,ADQ.,PROM.,DEBE,HABER,SALDO,,,,
22/12/2021,384 - Venta F-384,,8.4,9382.0585,,20.6433574,,173.4042021,193677.1867,,,,
27/12/2021,387 - Venta 387,,32.13,9349.9285,,20.6433574,,663.2710731,193013.9156,,,,
27/12/2021,389 - Venta F-389,,12.6,9337.3285,,20.6433574,,260.1063032,192753.8093,,,,
28/12/2021,390 - Venta F-390,,8.4,9328.9285,,20.6433574,,173.4042021,192580.4051,,,,
30/12/2021,401 - Venta F-401,,10.08,9318.8485,,20.6433574,,208.0850425,192372.3201,,,,
30/12/2021,403 - Venta F-403,,28.1925,9290.656,,20.6433574,,581.9878534,191790.3322,,,,
18/01/2022,422 - Venta F-422,0,197.09,"9,093.58",,20.64,0,"4,067.83","187,722.50",,,,
19/01/2022,424 - venta F-424,0,19.43,"9,074.15",,20.64,0,400.93,"187,321.56",,,,
21/01/2022,427 - Venta F-427,0,56.18,"9,017.98",,20.64,0,"1,159.45","186,162.11",,,,
26/01/2022,431 - Venta F-431,0,59.22,"8,958.76",,20.64,0,"1,222.30","184,939.81",,,,
28/01/2022,434 - Venta F-434,0,22.26,"8,936.50",,20.64,0,459.45,"184,480.36",,,,
08/02/2022,443 - Venta F-443,0,47.88,"8,888.62",,20.64,0,988.24,"183,492.12",,,,
11/02/2022,444 - Venta F-444,0,14.28,"8,874.34",,20.64,0,294.74,"183,197.38",,,,
15/02/2022,447 - venta F-447,0,36.75,"8,837.59",,20.64,0,758.52,"182,438.86",,,,
03/03/2022,462 - Venta F-462,0,293.79,"8,543.80",,20.64,0,"6,063.83","176,375.04",,,,
12/03/2022,472 - Venta F--472,0,42.53,"8,501.27",,20.64,0,877.72,"175,497.32",,,,
12/03/2022,472 - Venta F--472,0,4.2,"8,497.07",,20.64,0,86.69,"175,410.63",,,,
17/03/2022,481 - Venta F-481,0,19.95,"8,477.12",,20.64,0,411.77,"174,998.86",,,,
18/03/2022,483 - Venta F-483,0,6.3,"8,470.82",,20.64,0,130.03,"174,868.83",,,,
18/03/2022,483 - Venta F-483,0,197.65,"8,273.17",,20.64,0,"4,079.54","170,789.30",,,,
21/03/2022,485 - Venta F-485,0,71.82,"8,201.35",,20.64,0,"1,482.36","169,306.93",,,,
23/03/2022,490 - Venta F-490,0,1.58,"8,199.77",,20.64,0,32.51,"169,274.42",,,,
23/03/2022,491 - Venta F-491,0,40.92,"8,158.85",,20.64,0,844.56,"168,429.86",,,,
25/03/2022,492 - Venta F-492,0,6.3,"8,152.55",,20.64,0,130.03,"168,299.83",,,,
25/03/2022,493 - Venta F-493,0,34.86,"8,117.69",,20.64,0,719.51,"167,580.32",,,,
26/03/2022,496 - Venta F-496,0,236.25,"7,881.44",,20.64,0,"4,876.20","162,704.12",,,,
26/03/2022,500 - Venta F-500,0,79.8,"7,801.64",,20.64,0,"1,647.07","161,057.05",,,,
29/03/2022,4 - Venta F-4,0,139.23,"7,662.41",,20.64,0,"2,873.71","158,183.34",,,,
01/04/2022,7 - Venta F-7,0,4.52,"7,657.90",,20.64,0,93.19,"158,090.15",,,,
08/04/2022,12 - Venta F-12,0,74.76,"7,583.14",,20.64,0,"1,543.05","156,547.11",,,,
12/04/2022,13 - Venta F-13,0,3.15,"7,579.99",,20.64,0,65.02,"156,482.09",,,,
12/04/2022,15 - Venta F-15,0,22.05,"7,557.94",,20.64,0,455.11,"156,026.98",,,,
13/04/2022,17 - Venta F-17,0,79.82,"7,478.12",,20.64,0,"1,647.51","154,379.47",,,,
23/04/2022,32 - Venta F-32,0,72.54,"7,405.57",,20.64,0,"1,497.32","152,882.15",,,,
27/04/2022,38 - Venta F-38,0,68.68,"7,336.89",,20.64,0,"1,417.57","151,464.59",,,,
28/04/2022,39 - Venta F-39,0,250.1,"7,086.79",,20.64,0,"5,162.05","146,302.54",,,,
30/04/2022,41 - Venta F-41,0,16.8,"7,069.99",,20.64,0,346.75,"145,955.78",,,,
30/04/2022,42 - Venta F-42,0,37.33,"7,032.67",,20.64,0,770.44,"145,185.34",,,,
09/05/2022,45 - Venta F-45,0,3.68,"7,028.99",,20.64,0,75.85,"145,109.49",,,,
06/06/2022,59 - Venta F-59,0,63,"6,965.99",,20.64,0,"1,300.32","143,809.17",,,,
06/06/2022,60 - Venta F-60,0,7.35,"6,958.64",,20.64,0,151.7,"143,657.47",,,,
10/06/2022,62 - Venta F-62,0,43.47,"6,915.17",,20.64,0,897.22,"142,760.25",,,,
11/06/2022,64 - Venta F-64,0,174.72,"6,740.45",,20.64,0,"3,606.22","139,154.03",,,,
15/06/2022,70 - Venta F-70,0,89.25,"6,651.20",,20.64,0,"1,842.12","137,311.91",,,,
22/06/2022,79 - Venta F-79,0,143.48,"6,507.72",,20.64,0,"2,961.48","134,350.43",,,,
22/06/2022,79 - Venta F-79,0,4.73,"6,502.99",,20.64,0,97.52,"134,252.90",,,,
13/07/2022,94 - Venta F-94,0,6.83,"6,496.17",,20.64,0,140.87,"134,112.04",,,,
14/07/2022,95 - Venta F-95,0,36.75,"6,459.42",,20.64,0,758.52,"133,353.52",,,,
14/07/2022,96 - Venta F-96,0,2.1,"6,457.32",,20.64,0,43.34,"133,310.17",,,,
15/07/2022,98 - Venta F-98,0,56.83,"6,400.49",,20.64,0,"1,172.89","132,137.28",,,,
19/07/2022,103 - Venta F-103,0,3.15,"6,397.34",,20.64,0,65.02,"132,072.27",,,,
21/07/2022,105 - Venta F-105,0,30.32,"6,367.02",,20.64,0,625.89,"131,446.38",,,,
27/07/2022,113 - Venta F-113,0,109.2,"6,257.82",,20.64,0,"2,253.89","129,192.49",,,,
28/07/2022,114 - Venta F-114,0,59.33,"6,198.49",,20.64,0,"1,224.47","127,968.02",,,,
12/08/2022,122 - Venta F-122,0,39.48,"6,159.01",,20.64,0,814.87,"127,153.16",,,,
31/08/2022,131 - Venta F-131,0,63,"6,096.01",,20.64,0,"1,300.32","125,852.84",,,,
08/09/2022,137 - Venta F-137,0,83.62,"6,012.39",,20.64,0,"1,725.96","124,126.88",,,,
13/09/2022,140 - Venta F-140,0,99.23,"5,913.17",,20.64,0,"2,048.00","122,078.87",,,,
13/09/2022,144 - Venta  F-144,0,129.15,"5,784.02",,20.64,0,"2,665.66","119,413.22",,,,
26/09/2022,205 - Venta F-205,0,22.79,"5,761.23",,20.64,0,470.28,"118,942.94",,,,
01/10/2022,210 - Venta F-210,0,29.93,"5,731.31",,20.64,0,617.65,"118,325.28",,,,
08/10/2022,213 - Venta F-213,0,66.78,"5,664.53",,20.64,0,"1,378.34","116,946.94",,,,
21/10/2022,222 - Venta F-222,0,45.93,"5,618.60",,20.64,0,947.93,"115,999.01",,,,
05/11/2022,234 - Venta F-234,0,11.03,"5,607.58",,20.64,0,227.56,"115,771.46",,,,
07/11/2022,242 - Venta F-242,0,3.78,"5,603.80",,20.64,0,78.02,"115,693.44",,,,
14/11/2022,252 - Venta F-252,0,129.15,"5,474.65",,20.64,0,"2,665.66","113,027.78",,,,
16/11/2022,254 - Venta F-254,0,3.15,"5,471.50",,20.64,0,65.02,"112,962.76",,,,
16/11/2022,254 - Venta F-254,0,67.94,"5,403.56",,20.64,0,"1,402.18","111,560.59",,,,
22/11/2022,270 - Venta F-270,0,31.5,"5,372.06",,20.64,0,650.16,"110,910.43",,,,
22/11/2022,271 - Venta F-271,0,36.23,"5,335.84",,20.64,0,747.68,"110,162.74",,,,
24/11/2022,272 - Venta F-272,0,23.94,"5,311.90",,20.64,0,494.12,"109,668.62",,,,
25/11/2022,274 - Venta F-274,0,49.14,"5,262.76",,20.64,0,"1,014.25","108,654.37",,,,
28/11/2022,277 - venta F-277,0,125.69,"5,137.07",,20.64,0,"2,594.14","106,060.23",,,,
29/11/2022,278 - Venta F-278,0,5.46,"5,131.61",,20.64,0,112.69,"105,947.54",,,,
02/12/2022,280 - Venta F-280,0,18.9,"5,112.71",,20.64,0,390.1,"105,557.44",,,,
08/12/2022,285 - Venta F-285,0,8.93,"5,103.79",,20.64,0,184.21,"105,373.23",,,,
09/12/2022,286 - Venta F-286,0,64.26,"5,039.53",,20.64,0,"1,326.33","104,046.90",,,,
13/12/2022,290 - Venta F-290,0,16.8,"5,022.73",,20.64,0,346.75,"103,700.15",,,,
19/12/2022,298 - Venta F-298,0,9.71,"5,013.01",,20.64,0,200.47,"103,499.69",,,,
22/12/2022,302 - Venta F-302,0,12.29,"5,000.73",,20.64,0,253.56,"103,246.12",,,,
22/12/2022,304 - Venta F-304,0,51.4,"4,949.33",,20.64,0,"1,060.84","102,185.28",,,,
23/12/2022,307 - Venta F-307,0,65.52,"4,883.81",,20.64,0,"1,352.33","100,832.95",,,,
30/12/2022,314 - Venta F-314,0,259.4,"4,624.41",,20.64,0,5354.016,"95,478.93",,,,
