FECHA,DETALLE,ENTRADA,SALIDA,SALDO ,ADQ.,PROM.,DEBE,HABER,SALDO,
11/07/2022,89 - Venta F-89,0,20.79,8393.7195,,24.41,0,507.4839,204884.4404,
11/07/2022,90 - Venta Anulada -90,0,0,8393.7195,,24.41,0,0,204884.4404,
10/08/2022,121 - Venta F-121,0,47.25,8346.4695,,24.41,0,1153.3725,203731.0679,
05/09/2022,133 - Venta F-133,0,4.725,8341.7445,,24.41,0,115.33725,203615.7306,
05/09/2022,134 - Venta F-134,0,1.575,8340.1695,,24.41,0,38.44575,203577.2849,
13/09/2022,142 - Venta F-142,0,57.75,8282.4195,,24.41,0,1409.6775,202167.6074,
14/11/2022,253 - Venta F-253,0,5.25,8277.1695,,24.41,0,128.1525,202039.4549,
16/11/2022,256 - Venta Anulada F-256,0,0,8277.1695,,24.41,0,0,202039.4549,
16/11/2022,257 - Venta Anulada F-257,0,0,8277.1695,,24.41,0,0,202039.4549,
16/11/2022,258 - Venta F-258,0,1166.676,7110.4935,,24.41,0,28478.56116,173560.8937,
16/11/2022,259 - Venta F-259,0,1429.176,5681.3175,,24.41,0,34886.18616,138674.7076,
16/11/2022,260 - Venta AnuladaF-260,0,0,5681.3175,,24.41,0,0,138674.7076,
16/11/2022,261 - Venta F-261,0,187.803,5493.5145,,24.41,0,4584.27123,134090.4363,
16/11/2022,262 - Venta  Anulada F-262,0,0,5493.5145,,24.41,0,0,134090.4363,
16/11/2022,263 - Venta Anulada F-263,0,0,5493.5145,,24.41,0,0,134090.4363,
16/11/2022,264 - Venta Anulada F-264,0,0,5493.5145,,24.41,0,0,134090.4363,
16/11/2022,265 - Venta  AnuladaF-265,0,0,5493.5145,,24.41,0,0,134090.4363,
14/12/2022,293 - Venta F-293,0,293.118,5200.3965,,24.41,0,7155.01038,126935.426,
