FECHA,DETALLE,ENTRADA ,SALIDA,SALDO,ADQ.,PROM.,DEBE,HABER,SALDO
13/05/2017,VENTA CLAVOS DE CALAMINA F- 834,,2,6.5,,14.48,,28.96,94.12
18/05/2017,VENTA CLAVOS DE CALAMINA F- 845,,2,4.5,,14.48,,28.96,65.16
21/07/2017,VENTA CLAVOS DE CALAMINA F- 951,,1,3.5,,14.48,,14.48,50.68
26/07/2017,VENTA CLAVOS DE CALAMINA F- 957,,3,0.5,,14.48,,43.44,7.24
29/07/2017,VENTA CLAVOS DE CALAMINA F- 966,,0.5,0,,14.48,,7.24,0
19/01/2017,VENTA CLAVOS DE CALAMINA F- 666,,1,396,,12.15,,12.15,4811.37
19/01/2017,VENTA CLAVOS DE CALAMINA F- 667,,3,393,,12.15,,36.45,4774.92
21/01/2017,VENTA CLAVOS DE CALAMINA F- 669,,1,392,,12.15,,12.15,4762.77
24/01/2017,VENTA CLAVOS DE CALAMINA F- 677,,2,390,,12.15,,24.3,4738.47
24/01/2017,VENTA CLAVOS DE CALAMINA F- 680,,3,387,,12.15,,36.45,4702.02
24/01/2017,COMPRA CLAVOS F- 1653,92,,479,12.15,,1117.79,,5819.81
09/02/2017,VENTA CLAVOS DE CALAMINA F- 707,,2,477,,12.15,,24.3,5795.51
13/02/2017,VENTA CLAVOS DE CALAMINA F- 719,,1,476,,12.15,,12.15,5783.36
24/02/2017,VENTA CLAVOS DE CALAMINA F- 731,,1,475,,12.15,,12.15,5771.21
24/02/2017,VENTA CLAVOS DE CALAMINA F- 733,,12,463,,12.15,,145.8,5625.42
03/03/2017,VENTA CLAVOS DE CALAMINA F- 735,,1,462,,12.15,,12.15,5613.27
04/03/2017,VENTA CLAVOS DE CALAMINA F- 738,,5,457,,12.15,,60.75,5552.52
07/03/2017,VENTA CLAVOS DE CALAMINA F- 741,,2,455,,12.15,,24.3,5528.22
08/03/2017,VENTA CLAVOS DE CALAMINA F- 742,,2,453,,12.15,,24.3,5503.92
17/03/2017,VENTA CLAVOS DE CALAMINA F- 749,,5,448,,12.15,,60.75,5443.17
04/04/2017,COMPRA CLAVOS F- 134,92,,540,12.15,,1117.79,,6560.96
17/04/2017,VENTA CLAVOS DE CALAMINA F- 769,,5,535,,12.15,,60.75,6500.21
19/04/2017,VENTA CLAVOS DE CALAMINA F- 770,,2,533,,12.15,,24.3,6475.91
22/04/2017,VENTA CLAVOS DE CALAMINA F- 776,,4,529,,12.15,,48.6,6427.31
17/05/2017,VENTA CLAVOS DE CALAMINA F- 788,,1,528,,12.15,,12.15,6415.16
22/05/2017,VENTA CLAVOS DE CALAMINA F- 798,,2,526,,12.15,,24.3,6390.86
26/05/2017,VENTA CLAVOS DE CALAMINA F- 804,,2,524,,12.15,,24.3,6366.56
01/06/2017,VENTA CLAVOS DE CALAMINA F- 811,,1,523,,12.15,,12.15,6354.41
06/06/2017,VENTA CLAVOS DE CALAMINA F- 819,,1,522,,12.15,,12.15,6342.26
07/06/2017,VENTA CLAVOS DE CALAMINA F- 821,,1,521,,12.15,,12.15,6330.11
07/06/2017,COMPRA CLAVOS F- 987,92,,613,12.02,,1105.68,,7435.79
09/06/2017,VENTA CLAVOS DE CALAMINA F- 823,,2,611,,12.13,,24.26,7411.53
09/06/2017,VENTA CLAVOS DE CALAMINA F- 824,,3,608,,12.13,,36.39,7375.14
14/06/2017,VENTA CLAVOS DE CALAMINA F- 826,,1,607,,12.13,,12.13,7363.01
16/06/2017,VENTA CLAVOS DE CALAMINA F- 829,,3,604,,12.13,,36.39,7326.62
19/06/2017,VENTA CLAVOS DE CALAMINA F- 832,,4,600,,12.13,,48.52,7278.1
20/06/2017,VENTA CLAVOS DE CALAMINA F- 838,,2,598,,12.13,,24.26,7253.84
22/06/2017,VENTA CLAVOS DE CALAMINA F- 839,,2,596,,12.13,,24.26,7229.58
22/06/2017,VENTA CLAVOS DE CALAMINA F- 840,,1,595,,12.13,,12.13,7217.45
22/06/2017,VENTA CLAVOS DE CALAMINA F- 841,,5,590,,12.13,,60.65,7156.8
23/06/2017,VENTA CLAVOS DE CALAMINA F- 843,,3,587,,12.13,,36.39,7120.41
26/06/2017,VENTA CLAVOS DE CALAMINA F- 847,,2,585,,12.13,,24.26,7096.15
26/06/2017,VENTA CLAVOS DE CALAMINA F- 649,,6,579,,12.13,,72.78,7023.37
28/06/2017,VENTA CLAVOS DE CALAMINA F- 853,,1,578,,12.13,,12.13,7011.24
01/07/2017,VENTA CLAVOS DE CALAMINA F- 855,,2,576,,12.13,,24.26,6986.98
07/07/2017,VENTA CLAVOS DE CALAMINA F- 866,,1,575,,12.13,,12.13,6974.85
10/07/2017,VENTA CLAVOS DE CALAMINA F- 869,,2,573,,12.13,,24.26,6950.59
13/07/2017,VENTA CLAVOS DE CALAMINA F- 872,,4,569,,12.13,,48.52,6902.07
15/07/2017,VENTA CLAVOS DE CALAMINA F- 873,,2,567,,12.13,,24.26,6877.81
17/07/2017,VENTA CLAVOS DE CALAMINA F- 874,,2,565,,12.13,,24.26,6853.55
18/07/2017,VENTA CLAVOS DE CALAMINA F- 876,,1,564,,12.13,,12.13,6841.42
25/07/2017,VENTA CLAVOS DE CALAMINA F- 883,,2,562,,12.13,,24.26,6817.16
27/07/2017,VENTA CLAVOS DE CALAMINA F- 885,,1,561,,12.13,,12.13,6805.03
27/07/2017,VENTA CLAVOS DE CALAMINA F- 886,,2,559,,12.13,,24.26,6780.77
27/07/2017,VENTA CLAVOS DE CALAMINA F- 887,,5,554,,12.13,,60.65,6720.11
31/07/2017,VENTA CLAVOS DE CALAMINA F- 892,,4,550,,12.13,,48.52,6671.59
31/07/2017,VENTA CLAVOS DE CALAMINA F- 893,,1,549,,12.13,,12.13,6659.46
31/07/2017,VENTA CLAVOS DE CALAMINA F- 894,,1,548,,12.13,,12.13,6647.33
02/08/2017,VENTA CLAVOS DE CALAMINA F- 895,,1,547,,12.13,,12.13,6635.2
02/08/2017,VENTA CLAVOS DE CALAMINA F- 896,,0.5,546.5,,12.13,,6.07,6629.14
08/08/2017,VENTA CLAVOS DE CALAMINA F- 1056,,1,545.5,,12.13,,12.13,6617.01
09/08/2017,VENTA CLAVOS DE CALAMINA F- 1058,,1,544.5,,12.13,,12.13,6604.88
16/08/2017,VENTA CLAVOS DE CALAMINA F- 1065,,3,541.5,,12.13,,36.39,6568.49
21/08/2017,VENTA CLAVOS DE CALAMINA F- 1071,,3,538.5,,12.13,,36.39,6532.1
24/08/2017,VENTA CLAVOS DE CALAMINA F- 1074,,3,535.5,,12.13,,36.39,6495.71
24/08/2017,VENTA CLAVOS DE CALAMINA F- 1075,,1,534.5,,12.13,,12.13,6483.58
24/08/2017,VENTA CLAVOS DE CALAMINA F- 1077,,2,532.5,,12.13,,24.26,6459.32
24/08/2017,VENTA CLAVOS DE CALAMINA F- 1079,,3,529.5,,12.13,,36.39,6422.93
28/08/2017,VENTA CLAVOS DE CALAMINA F- 1082,,2,527.5,,12.13,,24.26,6398.66
31/08/2017,VENTA CLAVOS DE CALAMINA F- 1091,,7,520.5,,12.13,,84.91,6313.75
31/08/2017,VENTA CLAVOS DE CALAMINA F- 1092,,4,516.5,,12.13,,48.52,6265.23
01/09/2017,VENTA CLAVOS DE CALAMINA F- 1093,,2,514.5,,12.13,,24.26,6240.97
06/09/2017,VENTA CLAVOS DE CALAMINA F- 1098,,10,504.5,,12.13,,121.3,6119.67
08/09/2017,VENTA CLAVOS DE CALAMINA F- 1100,,1,503.5,,12.13,,12.13,6107.54
13/09/2017,VENTA CLAVOS DE CALAMINA F- 1104,,1,502.5,,12.13,,12.13,6095.41
13/09/2017,VENTA CLAVOS DE CALAMINA F- 1105,,1,501.5,,12.13,,12.13,6083.28
13/09/2017,VENTA CLAVOS DE CALAMINA F- 1106,,1,500.5,,12.13,,12.13,6071.15
15/09/2017,VENTA CLAVOS DE CALAMINA F- 1112,,1,499.5,,12.13,,12.13,6059.02
15/09/2017,ANULADA F- 1113,,0,499.5,,12.13,,0,6059.02
15/09/2017,VENTA CLAVOS DE CALAMINA F- 1114,,3,496.5,,12.13,,36.39,6022.63
15/09/2017,VENTA CLAVOS DE CALAMINA F- 1115,,4,492.5,,12.13,,48.52,5974.11
15/09/2017,VENTA CLAVOS DE CALAMINA F- 1116,,3,489.5,,12.13,,36.39,5937.72
15/09/2017,VENTA CLAVOS DE CALAMINA F- 1118,,2,487.5,,12.13,,24.26,5913.46
23/09/2017,VENTA CLAVOS DE CALAMINA F- 1129,,0.5,487,,12.13,,6.07,5907.39
27/09/2017,VENTA CLAVOS DE CALAMINA F- 1132,,7,480,,12.13,,84.91,5822.48
27/09/2017,VENTA CLAVOS DE CALAMINA F- 1133,,1,479,,12.13,,12.13,5810.35
28/09/2017,VENTA CLAVOS DE CALAMINA F- 1137,,15,464,,12.13,,181.95,5628.4
30/09/2017,VENTA CLAVOS DE CALAMINA F- 1138,,1,463,,12.13,,12.13,5616.27
07/10/2017,VENTA CLAVOS DE CALAMINA F- 1141,,5,458,,12.13,,60.65,5555.62
09/10/2017,VENTA CLAVOS DE CALAMINA F- 1144,,2,456,,12.13,,24.26,5531.36
10/10/2017,VENTA CLAVOS DE CALAMINA F- 1145,,4,452,,12.13,,48.52,5482.84
11/10/2017,VENTA CLAVOS DE CALAMINA F- 1150,,4,448,,12.13,,48.52,5434.32
12/10/2017,VENTA CLAVOS DE CALAMINA F- 1153,,6,442,,12.13,,72.78,5361.54
14/10/2017,VENTA CLAVOS DE CALAMINA F- 1158,,3,439,,12.13,,36.39,5325.14
16/10/2017,VENTA CLAVOS DE CALAMINA F- 1163,,4,435,,12.13,,48.52,5276.62
16/10/2017,VENTA CLAVOS DE CALAMINA F- 1164,,1,434,,12.13,,12.13,5264.49
17/10/2017,VENTA CLAVOS DE CALAMINA F- 1166,,2,432,,12.13,,24.26,5240.23
18/10/2017,VENTA CLAVOS DE CALAMINA F- 1168,,2,430,,12.13,,24.26,5215.97
19/10/2017,VENTA CLAVOS DE CALAMINA F- 1171,,5,425,,12.13,,60.65,5155.32
20/10/2017,VENTA CLAVOS DE CALAMINA F- 1176,,7,418,,12.13,,84.91,5070.41
06/11/2017,VENTA CLAVOS DE CALAMINA F- 1192,,9,409,,12.13,,109.17,4961.24
09/11/2017,VENTA CLAVOS DE CALAMINA F- 1196,,6,403,,12.13,,72.78,4888.46
16/11/2017,VENTA CLAVOS DE CALAMINA F- 1203,,3,400,,12.13,,36.39,4852.07
17/11/2017,VENTA CLAVOS DE CALAMINA F- 1206,,6,394,,12.13,,72.78,4779.29
22/11/2017,VENTA CLAVOS DE CALAMINA F- 1210,,1,393,,12.13,,12.13,4767.16
22/11/2017,VENTA CLAVOS DE CALAMINA F- 1211,,2,391,,12.13,,24.26,4742.9
24/11/2017,VENTA CLAVOS DE CALAMINA F- 1213,,1,390,,12.13,,12.13,4730.77
27/11/2017,VENTA CLAVOS DE CALAMINA F- 1214,,6,384,,12.13,,72.78,4657.99
29/11/2017,VENTA CLAVOS DE CALAMINA F- 1218,,1,383,,12.13,,12.13,4645.86
29/11/2017,VENTA CLAVOS DE CALAMINA F- 1221,,5,378,,12.13,,60.65,4585.2
05/12/2017,VENTA CLAVOS DE CALAMINA F- 1225,,1,377,,12.13,,12.13,4573.07
11/12/2017,VENTA CLAVOS DE CALAMINA F- 1232,,5,372,,12.13,,60.65,4512.42
12/12/2017,VENTA CLAVOS DE CALAMINA F- 1236,,3,369,,12.13,,36.39,4476.03
26/12/2017,VENTA CLAVOS DE CALAMINA F- 1250,,1,368,,12.13,,12.13,4463.9
29/12/2017,VENTA CLAVOS DE CALAMINA F- 1254,,1,367,,12.13,,12.13,4451.77
06/01/2018,VENTA CLAVOS DE CALAMINA F- 1261,,5,362,,12.02,,60.09,4350.62
10/01/2018,VENTA CLAVOS DE CALAMINA F- 1265,,2,360,,12.02,,24.04,4326.58
11/01/2018,VENTA CLAVOS DE CALAMINA F- 1268,,3,357,,12.02,,36.05,4290.53
12/01/2018,VENTA CLAVOS DE CALAMINA F- 1269,,2,355,,12.02,,24.04,4266.49
12/01/2018,ANULADA F- 1270,,0,355,,12.02,,0,4266.49
12/01/2018,VENTA CLAVOS DE CALAMINA F- 1271,,5,350,,12.02,,60.09,4206.4
17/01/2018,VENTA CLAVOS DE CALAMINA F- 1277,,2,348,,12.02,,24.04,4182.36
25/01/2018,VENTA CLAVOS DE CALAMINA F- 1291,,13,335,,12.02,,156.24,4026.12
01/02/2018,VENTA CLAVOS DE CALAMINA F- 1295,,2,333,,12.02,,24.04,4002.09
03/02/2018,VENTA CLAVOS DE CALAMINA F- 1302,,5,328,,12.02,,60.09,3942
06/02/2018,VENTA CLAVOS DE CALAMINA F- 1306,,1,327,,12.02,,12.02,3929.98
09/02/2018,VENTA CLAVOS DE CALAMINA F- 1312,,1,326,,12.02,,12.02,3917.96
10/02/2018,VENTA CLAVOS DE CALAMINA F- 1314,,1,325,,12.02,,12.02,3905.94
10/02/2018,VENTA CLAVOS DE CALAMINA F- 1319,,1,324,,12.02,,12.02,3893.92
17/02/2018,VENTA CLAVOS DE CALAMINA F- 1324,,6,318,,12.02,,72.11,3821.81
20/02/2018,VENTA CLAVOS DE CALAMINA F- 1333,,1,317,,12.02,,12.02,3809.8
23/02/2018,VENTA CLAVOS DE CALAMINA F- 1335,,0.5,316.5,,12.02,,6.01,3803.79
24/02/2018,VENTA CLAVOS DE CALAMINA F- 1336,,3,313.5,,12.02,,36.05,3767.73
27/02/2018,VENTA CLAVOS DE CALAMINA F- 1343,,3,310.5,,12.02,,36.05,3731.68
01/03/2018,VENTA CLAVOS DE CALAMINA F- 1347,,3,307.5,,12.02,,36.05,3695.62
01/03/2018,VENTA CLAVOS DE CALAMINA F- 1349,,1,306.5,,12.02,,12.02,3683.6
01/03/2018,VENTA CLAVOS DE CALAMINA F- 1351,,3,303.5,,12.02,,36.05,3647.55
02/03/2018,VENTA CLAVOS DE CALAMINA F- 1353,,1,302.5,,12.02,,12.02,3635.53
03/03/2018,VENTA CLAVOS DE CALAMINA F- 1354,,2,300.5,,12.02,,24.04,3611.49
05/03/2018,VENTA CLAVOS DE CALAMINA F- 1358,,2,298.5,,12.02,,24.04,3587.46
08/03/2018,VENTA CLAVOS DE CALAMINA F- 1366,,6,292.5,,12.02,,72.11,3515.35
08/03/2018,VENTA CLAVOS DE CALAMINA F- 1367,,1,291.5,,12.02,,12.02,3503.33
08/03/2018,VENTA CLAVOS DE CALAMINA F- 1368,,1,290.5,,12.02,,12.02,3491.31
09/03/2018,VENTA CLAVOS DE CALAMINA F- 1369,,3,287.5,,12.02,,36.05,3455.26
14/03/2018,VENTA CLAVOS DE CALAMINA F- 1374,,2,285.5,,12.02,,24.04,3431.22
14/03/2018,VENTA CLAVOS DE CALAMINA F- 1375,,10,275.5,,12.02,,120.18,3311.04
19/03/2018,VENTA CLAVOS DE CALAMINA F- 1384,,1,274.5,,12.02,,12.02,3299.02
21/03/2018,ANULADA F-1386,,0,274.5,,12.02,,0,3299.02
22/03/2018,VENTA CLAVOS DE CALAMINA F- 1387,,0.5,274,,12.02,,6.01,3293.01
23/03/2018,VENTA CLAVOS DE CALAMINA F- 1389,,4,270,,12.02,,48.07,3244.94
07/04/2018,VENTA CLAVOS DE CALAMINA F- 1392,,3,267,,12.02,,36.05,3208.88
13/04/2018,VENTA CLAVOS DE CALAMINA F- 1396,,2,265,,12.02,,24.04,3184.85
13/04/2018,VENTA CLAVOS DE CALAMINA F- 1397,,2,263,,12.02,,24.04,3160.81
13/04/2018,VENTA CLAVOS DE CALAMINA F- 1398,,3,260,,12.02,,36.05,3124.75
17/04/2018,VENTA CLAVOS DE CALAMINA F- 1399,,2,258,,12.02,,24.04,3100.72
17/04/2018,VENTA CLAVOS DE CALAMINA F- 1400,,2,256,,12.02,,24.04,3076.68
17/04/2018,VENTA CLAVOS DE CALAMINA F- 1401,,1,255,,12.02,,12.02,3064.66
17/04/2018,VENTA CLAVOS DE CALAMINA F- 1402,,3,252,,12.02,,36.05,3028.61
18/04/2018,VENTA CLAVOS DE CALAMINA F- 1404,,2,250,,12.02,,24.04,3004.57
18/04/2018,VENTA CLAVOS DE CALAMINA F- 1405,,1,249,,12.02,,12.02,2992.55
24/04/2018,VENTA CLAVOS DE CALAMINA F-1407,,2,247,,12.02,,24.04,2968.52
24/04/2018,VENTA CLAVOS DE CALAMINA F- 1409,,2,245,,12.02,,24.04,2944.48
28/04/2018,VENTA CLAVOS DE CALAMINA F- 1414,,2,243,,12.02,,24.04,2920.44
30/04/2018,VENTA CLAVOS DE CALAMINA F- 1416,,5,238,,12.02,,60.09,2860.35
12/05/2018,VENTA CLAVOS DE CALAMINA F- 1426,,3,235,,12.02,,36.05,2824.3
16/05/2018,VENTA CLAVOS DE CALAMINA F- 1429,,4,231,,12.02,,48.07,2776.22
29/05/2018,ANULADA F- 1439,,0,231,,12.02,,0,2776.22
29/05/2018,VENTA CLAVOS DE CALAMINA F- 1440,,2,229,,12.02,,24.04,2752.19
30/05/2018,VENTA CLAVOS DE CALAMINA F-1442 ,,0.5,228.5,,12.02,,6.01,2746.18
01/06/2018,VENTA CLAVOS DE CALAMINA F- 1444,,1,227.5,,12.02,,12.02,2734.16
05/06/2018,VENTA CLAVOS DE CALAMINA F- 1446,,5,222.5,,12.02,,60.09,2674.07
06/06/2018,VENTA CLAVOS DE CALAMINA F- 1447,,1,221.5,,12.02,,12.02,2662.05
06/06/2018,VENTA CLAVOS DE CALAMINA F- 1450,,3,218.5,,12.02,,36.05,2625.99
13/06/2018,ANULADA F- 1455,,0,218.5,,12.02,,0,2625.99
13/06/2018,VENTA CLAVOS DE CALAMINA F- 1456,,0.5,218,,12.02,,6.01,2619.99
23/06/2018,VENTA CLAVOS DE CALAMINA F- 1467,,1,217,,12.02,,12.02,2607.97
23/06/2018,VENTA CLAVOS DE CALAMINA F- 1468,,2,215,,12.02,,24.04,2583.93
04/07/2018,VENTA CLAVOS DE CALAMINA F- 1478,,5,210,,12.02,,60.09,2523.84
05/07/2018,VENTA CLAVOS DE CALAMINA F- 1480,,3,207,,12.02,,36.05,2487.78
07/07/2018,VENTA CLAVOS DE CALAMINA F- 1481,,0.5,206.5,,12.02,,6.01,2481.78
09/07/2018,VENTA CLAVOS DE CALAMINA F- 1483,,2,204.5,,12.02,,24.04,2457.74
10/07/2018,VENTA CLAVOS DE CALAMINA F- 1484,,2,202.5,,12.02,,24.04,2433.7
12/07/2018,VENTA CLAVOS DE CALAMINA F- 1489,,1,201.5,,12.02,,12.02,2421.68
18/07/2018,VENTA CLAVOS DE CALAMINA F- 1492,,2,199.5,,12.02,,24.04,2397.65
18/07/2018,VENTA CLAVOS DE CALAMINA F- 1493,,2,197.5,,12.02,,24.04,2373.61
19/07/2018,VENTA CLAVOS DE CALAMINA F- 1494,,0.5,197,,12.02,,6.01,2367.6
19/07/2018,VENTA CLAVOS DE CALAMINA F- 1496,,2,195,,12.02,,24.04,2343.57
21/07/2018,VENTA CLAVOS DE CALAMINA F- 1501,,1,194,,12.02,,12.02,2331.55
21/07/2018,VENTA CLAVOS DE CALAMINA F- 1502,,2,192,,12.02,,24.04,2307.51
25/07/2018,VENTA CLAVOS DE CALAMINA F- 1506,,2,190,,12.02,,24.04,2283.47
25/07/2018,VENTA CLAVOS DE CALAMINA F- 1507,,1,189,,12.02,,12.02,2271.46
09/08/2018,VENTA CLAVOS DE CALAMINA F- 1513,,5,184,,12.02,,60.09,2211.36
11/08/2018,VENTA CLAVOS DE CALAMINA F- 1515,,3,181,,12.02,,36.05,2175.31
11/08/2018,VENTA CLAVOS DE CALAMINA F- 1516,,1,180,,12.02,,12.02,2163.29
11/08/2018,VENTA CLAVOS DE CALAMINA F- 1517,,1,179,,12.02,,12.02,2151.27
18/08/2018,VENTA CLAVOS DE CALAMINA F- 1522,,1,178,,12.02,,12.02,2139.25
22/08/2018,VENTA CLAVOS DE CALAMINA F- 1525,,3,175,,12.02,,36.05,2103.2
23/08/2018,VENTA CLAVOS DE CALAMINA F- 1527,,1,174,,12.02,,12.02,2091.18
30/08/2018,VENTA CLAVOS DE CALAMINA F- 1537,,2,172,,12.02,,24.04,2067.14
31/08/2018,VENTA CLAVOS DE CALAMINA F- 1540,,3,169,,12.02,,36.05,2031.09
31/08/2018,VENTA CLAVOS DE CALAMINA F- 1541,,2,167,,12.02,,24.04,2007.05
04/09/2018,VENTA CLAVOS DE CALAMINA F- 1550,,3,164,,12.02,,36.05,1971
10/09/2018,VENTA CLAVOS DE CALAMINA F- 1555,,1,163,,12.02,,12.02,1958.98
18/09/2018,VENTA CLAVOS DE CALAMINA F- 1557,,3,160,,12.02,,36.05,1922.93
22/09/2018,VENTA CLAVOS DE CALAMINA F- 1606,,4,156,,12.02,,48.07,1874.85
04/10/2018,VENTA CLAVOS DE CALAMINA F- 1620,,3,153,,12.02,,36.05,1838.8
08/10/2018,VENTA CLAVOS DE CALAMINA F- 1629,,2,151,,12.02,,24.04,1814.76
11/10/2018,VENTA CLAVOS DE CALAMINA F- 1638,,1,150,,12.02,,12.02,1802.74
12/10/2018,VENTA CLAVOS DE CALAMINA F- 1639,,1,149,,12.02,,12.02,1790.72
13/10/2018,VENTA CLAVOS DE CALAMINA F- 1642,,2,147,,12.02,,24.04,1766.69
15/10/2018,VENTA CLAVOS DE CALAMINA F- 1645,,1,146,,12.02,,12.02,1754.67
15/10/2018,VENTA CLAVOS DE CALAMINA F- 1646,,1,145,,12.02,,12.02,1742.65
15/10/2018,VENTA CLAVOS DE CALAMINA F- 1649,,2,143,,12.02,,24.04,1718.61
18/10/2018,VENTA CLAVOS DE CALAMINA F- 1651,,3,140,,12.02,,36.05,1682.56
19/10/2018,VENTA CLAVOS DE CALAMINA F- 1653,,2,138,,12.02,,24.04,1658.52
22/10/2018,VENTA CLAVOS DE CALAMINA F- 1657,,1,137,,12.02,,12.02,1646.5
27/10/2018,VENTA CLAVOS DE CALAMINA F- 1663,,3,134,,12.02,,36.05,1610.45
30/10/2018,VENTA CLAVOS DE CALAMINA F- 1670,,3,131,,12.02,,36.05,1574.4
05/11/2018,VENTA CLAVOS DE CALAMINA F-1676 ,,3,128,,12.02,,36.05,1538.34
05/11/2018,VENTA CLAVOS DE CALAMINA F- 1678,,3,125,,12.02,,36.05,1502.29
06/11/2018,VENTA CLAVOS DE CALAMINA F- 1679,,1,124,,12.02,,12.02,1490.27
08/11/2018,VENTA CLAVOS DE CALAMINA F- 1685,,7,117,,12.02,,84.13,1406.14
08/11/2018,VENTA CLAVOS DE CALAMINA F- 1688,,3,114,,12.02,,36.05,1370.08
08/11/2018,VENTA CLAVOS DE CALAMINA F- 1689,,4,110,,12.02,,48.07,1322.01
09/11/2018,VENTA CLAVOS DE CALAMINA F- 1690,,1,109,,12.02,,12.02,1309.99
16/11/2018,VENTA CLAVOS DE CALAMINA F- 1699,,2,107,,12.02,,24.04,1285.96
17/11/2018,VENTA CLAVOS DE CALAMINA F- 1702,,4,103,,12.02,,48.07,1237.88
19/11/2018,VENTA CLAVOS DE CALAMINA F- 1703,,3,100,,12.02,,36.05,1201.83
23/11/2018,VENTA CLAVOS DE CALAMINA F- 1709,,2,98,,12.02,,24.04,1177.79
24/11/2018,VENTA CLAVOS DE CALAMINA F- 1712,,1,97,,12.02,,12.02,1165.77
27/11/2018,VENTA CLAVOS DE CALAMINA F- 1714,,2,95,,12.02,,24.04,1141.74
01/12/2018,VENTA CLAVOS DE CALAMINA F- 1720,,3,92,,12.02,,36.05,1105.68
04/12/2018,VENTA CLAVOS DE CALAMINA F- 1722,,2,90,,12.02,,24.04,1081.65
04/12/2018,VENTA CLAVOS DE CALAMINA F- 1726,,4,86,,12.02,,48.07,1033.57
07/12/2018,VENTA CLAVOS DE CALAMINA F- 1731,,2,84,,12.02,,24.04,1009.54
07/12/2018,VENTA CLAVOS DE CALAMINA F- 1733,,1,83,,12.02,,12.02,997.52
11/12/2018,ANULADA F- 1737,,0,83,,12.02,,0,997.52
11/12/2018,VENTA CLAVOS DE CALAMINA F- 1738,,2,81,,12.02,,24.04,973.48
13/12/2018,VENTA CLAVOS DE CALAMINA F- 1745,,1,80,,12.02,,12.02,961.46
19/12/2018,VENTA CLAVOS DE CALAMINA F- 1755,,2,78,,12.02,,24.04,937.43
02/01/2019,Venta Clavos calamina en Kg. F-1772,,2,76,,12.02,,24.04,913.39
04/01/2019,Venta Clavos calamina en Kg. F-1777,,2,74,,12.02,,24.04,889.35
05/01/2019,Venta Clavos calamina en Kg. F-1778,,1,73,,12.02,,12.02,877.33
09/01/2019,Venta Clavos calamina en Kg. F-1799,,3,70,,12.02,,36.05,841.28
17/01/2019,Venta Clavos calamina en Kg. F-1816,,1,69,,12.02,,12.02,829.26
17/01/2019,Venta Clavos calamina en Kg. F-1817,,2,67,,12.02,,24.04,805.22
17/01/2019,Venta Clavos calamina en Kg. F-1818,,1,66,,12.02,,12.02,793.21
17/01/2019,Venta Clavos calamina en Kg. F-1819,,1,65,,12.02,,12.02,781.19
18/01/2019,Venta Clavos calamina en Kg. F-1821,,5,60,,12.02,,60.09,721.1
18/01/2019,Venta Clavos calamina en Kg. F-1822,,3,57,,12.02,,36.05,685.04
18/01/2019,Venta Clavos calamina en Kg. F-1826,,4,53,,12.02,,48.07,636.97
21/01/2019,Venta Clavos calamina en Kg. F-1841,,1.5,51.5,,12.02,,18.03,618.94
23/01/2019,Venta Clavos calamina en Kg. F-1848,,5,46.5,,12.02,,60.09,558.85
25/01/2019,Venta Clavos calamina en Kg. F-1851,,1,45.5,,12.02,,12.02,546.83
28/01/2019,Venta Clavos calamina en Kg. F-1857,,3,42.5,,12.02,,36.05,510.78
06/02/2019,Venta Clavos calamina en Kg. F-1876,,1,41.5,,12.02,,12.02,498.76
12/02/2019,Venta Clavos calamina en Kg. F-1890,,4,37.5,,12.02,,48.07,450.69
16/02/2019,Venta Clavos calamina en Kg. F-1900,,4,33.5,,12.02,,48.07,402.61
18/02/2019,Venta Clavos calamina en Kg. F-1903,,2,31.5,,12.02,,24.04,378.58
25/02/2018,Venta Clavos calamina en Kg. F-1915,,1,30.5,,12.02,,12.02,366.56
27/02/2019,ANULADA F-1923,,0,30.5,,12.02,,0,366.56
02/03/2019,Venta Clavos calamina en Kg. F-1930,,2,28.5,,12.02,,24.04,342.52
08/03/2019,Venta Clavos calamina en Kg. F-1941,,1,27.5,,12.02,,12.02,330.5
11/03/2019,Venta Clavos calamina en Kg. F-1943,,1,26.5,,12.02,,12.02,318.48
21/03/2019,Venta Clavos calamina en Kg. F-1953,,6,20.5,,12.02,,72.11,246.37
21/03/2019,Venta Clavos calamina en Kg. F-1956,,3,17.5,,12.02,,36.05,210.32
25/03/2019,Venta Clavos calamina en Kg. F-1959,,3,14.5,,12.02,,36.05,174.27
29/03/2019,Venta Clavos calamina en Kg. F-1963,,1,13.5,,12.02,,12.02,162.25
29/03/2019,Venta Clavos calamina en Kg. F-1965,,4,9.5,,12.02,,48.07,114.17
01/04/2019,Venta Clavos calamina en Kg. F-1969,,2,7.5,,12.02,,24.04,90.14
04/04/2019,Venta Clavos calamina en Kg. F-1976,,3,4.5,,12.02,,36.05,54.08
04/04/2019,Venta Clavos calamina en Kg. F-1977,,1,3.5,,12.02,,12.02,42.06
04/04/2019,Venta Clavos calamina en Kg. F-1979,,1,2.5,,12.02,,12.02,30.05
04/04/2019,Compra Clavos Calaminas en Kg. F-722,23,,25.5,13.24,,304.5,,334.55
04/04/2019,Venta Clavos calamina en Kg. F-1980,,3,22.5,,13.12,,39.36,295.19
05/04/2019,Venta Clavos calamina en Kg. F-1981,,1,21.5,,13.12,,13.12,282.07
08/04/2019,Venta Clavos calamina en Kg. F-1988,,4,17.5,,13.12,,52.48,229.59
